Date,Product Code,Number of Edges(Plant),Number of Edges(Storage),Number of Nodes,Production,Delivery to Distributer,Factory Issue,Sales Order
18/07/2023 0:00,AT5X5K,43,121,168,500,600.0,560.0,757.0
18/07/2023 0:00,ATN02K12P,31,93,125,500,235.0,1995.0,998.75
18/07/2023 0:00,ATN01K24P,75,219,716,4000,5005.999958,4960.0,5457.125
18/07/2023 0:00,MAR01K24P,51,148,309,700,790.0,960.0,1373.0
18/07/2023 0:00,MAHS025K,6,19,10,60,0.0,0.0,105.0
18/07/2023 0:00,SE500G24P,50,154,204,700,1042.0,1300.0,829.0
19/07/2023 0:00,SOS005L04P,153,226,957,4020,4535.0,5478.0,6387.0
19/07/2023 0:00,SOS001L12P,142,213,861,3052,5154.0,5706.0,6352.0
19/07/2023 0:00,SOS500M24P,119,184,568,2003,1624.0,2376.0,2852.0
19/07/2023 0:00,POV005L04P,38,66,64,200,324.0,305.0,221.0
19/07/2023 0:00,POV001L24P,92,153,222,1015,1088.0,1225.0,2062.0
19/07/2023 0:00,POV500M24P,74,122,152,1008,659.0,650.0,1305.0
19/07/2023 0:00,POP001L12P,99,160,193,800,795.0,1075.0,3260.0
19/07/2023 0:00,AT5X5K,43,121,168,500,337.0,360.0,1382.0
19/07/2023 0:00,ATN02K12P,31,93,125,300,1336.333333,404.0,731.6666667
19/07/2023 0:00,ATN01K24P,75,219,716,4500,4898.25,4317.0,5481.5
19/07/2023 0:00,MASR025K,14,28,24,100,35.0,100.0,140.0
20/07/2023 0:00,SOS005L04P,153,226,957,6003,6489.0,7421.0,7699.0
20/07/2023 0:00,SOS001L12P,142,213,861,4005,6656.0,7305.0,7667.0
20/07/2023 0:00,SOP001L12P,16,31,27,103,20.0,0.0,106.0
20/07/2023 0:00,POV005L04P,38,66,64,306,396.0,176.0,417.0
20/07/2023 0:00,POV002L09P,61,103,153,1359,1023.0,1135.0,1642.0
20/07/2023 0:00,POV001L24P,92,153,222,505,1964.0,2247.0,2572.0
20/07/2023 0:00,POV500M24P,74,122,152,1007,949.0,1152.0,1317.0
20/07/2023 0:00,AT5X5K,43,121,168,500,1223.0,1270.0,1030.0
20/07/2023 0:00,ATN01K24P,75,219,716,4500,5155.625,4742.0,7009.291667
22/07/2023 0:00,ATN02K12P,31,93,125,477,658.0,95.0,498.0
23/07/2023 0:00,SOS005L04P,153,226,957,2500,2615.0,3000.0,6184.0
23/07/2023 0:00,SOS001L12P,142,213,861,3004,3159.416033,5181.0,8816.829982
23/07/2023 0:00,SOS500M24P,119,184,568,1003,945.0,1195.0,4241.0
23/07/2023 0:00,SOP001L12P,16,31,27,100,51.0,0.0,220.0
23/07/2023 0:00,POV005L04P,38,66,64,103,115.0,180.0,278.0
23/07/2023 0:00,POV002L09P,61,103,153,1000,840.0,1270.0,1380.0
23/07/2023 0:00,POV001L24P,92,153,222,504,612.0,940.0,4395.0
23/07/2023 0:00,POV500M24P,74,122,152,303,465.0,610.0,2380.0
23/07/2023 0:00,POP001L12P,99,160,193,986,1354.0,1245.0,1324.0
23/07/2023 0:00,POP002L09P,53,88,84,304,327.0,428.0,378.0
23/07/2023 0:00,POP500M24P,83,142,114,102,429.0,184.0,848.0
23/07/2023 0:00,POPF01L12P,23,36,36,100,225.0,62.0,272.0
23/07/2023 0:00,AT5X5K,43,121,168,500,727.0,680.0,2041.0
23/07/2023 0:00,ATN01K24P,75,219,716,3500,3400.375,2600.0,7209.041667
23/07/2023 0:00,MAR01K24P,51,148,309,300,475.0,1356.0,793.0
23/07/2023 0:00,MASR025K,14,28,24,14,160.0,220.0,365.0
23/07/2023 0:00,SE500G24P,50,154,204,300,598.0,350.0,1200.0
24/07/2023 0:00,SOS005L04P,153,226,957,4004,5166.75,4960.0,5065.0
24/07/2023 0:00,SOS001L12P,142,213,861,4011,6478.829982,7469.0,5584.0
24/07/2023 0:00,SOS500M24P,119,184,568,2002,3265.0,2702.0,2326.0
24/07/2023 0:00,POV005L04P,38,66,64,103,213.0,208.0,225.0
24/07/2023 0:00,AT5X5K,43,121,168,1000,1164.0,1383.0,2937.0
24/07/2023 0:00,ATN01K24P,75,219,716,5000,4744.871667,5702.0,10994.95833
24/07/2023 0:00,MAR01K24P,51,148,309,1000,529.0,1042.0,1416.0
24/07/2023 0:00,SE500G24P,50,154,204,700,772.0,1550.0,766.0
25/07/2023 0:00,SOS001L12P,142,213,861,5950,5485.0,7595.0,6590.0
25/07/2023 0:00,POV002L09P,61,103,153,202,1018.0,816.0,270.0
25/07/2023 0:00,POV001L24P,92,153,222,1020,1655.0,3020.0,1442.0
25/07/2023 0:00,POV500M24P,74,122,152,502,739.0,1940.0,1060.0
25/07/2023 0:00,AT5X5K,43,121,168,1500,1906.0,1641.0,1560.0
26/07/2023 0:00,SOS005L04P,153,226,957,4007,3183.0,4270.0,7472.0
26/07/2023 0:00,SOS003L04P,91,146,375,1006,579.0,530.0,1562.0
26/07/2023 0:00,SOS002L09P,126,195,896,3013,2847.669988,4970.0,5977.0
26/07/2023 0:00,SOS001L12P,142,213,861,5085,4242.0,5160.0,6705.0
26/07/2023 0:00,SOS500M24P,119,184,568,1643,2269.0,1545.0,2448.0
26/07/2023 0:00,POV002L09P,61,103,153,1014,612.0,584.0,1212.0
26/07/2023 0:00,POV001L24P,92,153,222,3202,1715.0,1156.0,3440.0
26/07/2023 0:00,MASR025K,14,28,24,82,170.0,335.0,155.0
27/07/2023 0:00,SOS005L04P,153,226,957,9501,7032.0,5541.0,10390.0
27/07/2023 0:00,SOS002L09P,126,195,896,8002,5700.0,5920.0,8547.0
27/07/2023 0:00,SOS001L12P,142,213,861,10005,9003.0,8882.0,15068.0
27/07/2023 0:00,POV005L04P,38,66,64,700,343.0,467.0,865.0
27/07/2023 0:00,POV001L24P,92,153,222,4501,3267.0,2522.0,7626.0
27/07/2023 0:00,POV500M24P,74,122,152,3002,1647.0,1360.0,4130.0
27/07/2023 0:00,POP001L12P,99,160,193,3004,1006.0,574.0,4390.0
27/07/2023 0:00,ATN02K12P,31,93,125,1200,1092.5,1913.0,1415.25
27/07/2023 0:00,ATN01K24P,75,219,716,6500,6750.0,6888.0,8892.25
27/07/2023 0:00,MAR01K24P,51,148,309,500,765.0,897.0,1330.0
27/07/2023 0:00,MASR025K,14,28,24,300,42.0,100.0,675.0
27/07/2023 0:00,SE500G24P,50,154,204,400,711.0,685.0,648.0
30/07/2023 0:00,SOS002L09P,126,195,896,8000,2612.0,6292.0,8522.0
30/07/2023 0:00,SOS001L12P,142,213,861,9528,3943.0,5705.0,10816.0
30/07/2023 0:00,SOS500M24P,119,184,568,2778,1606.0,3410.0,3810.0
30/07/2023 0:00,POV005L04P,38,66,64,500,197.0,184.0,540.0
30/07/2023 0:00,POV002L09P,61,103,153,804,412.0,490.0,1153.0
30/07/2023 0:00,POV001L24P,92,153,222,2002,1319.0,3170.0,3959.0
30/07/2023 0:00,POV500M24P,74,122,152,1425,598.0,1690.0,2175.0
30/07/2023 0:00,POP005L04P,37,64,42,100,84.0,160.0,134.0
30/07/2023 0:00,POP002L09P,53,88,84,201,449.0,310.0,541.0
30/07/2023 0:00,AT5X5K,43,121,168,500,896.0,765.0,618.0
30/07/2023 0:00,ATN02K12P,31,93,125,200,460.25,125.0,589.25
30/07/2023 0:00,MAR01K24P,51,148,309,500,610.0,805.0,833.0
30/07/2023 0:00,MASR025K,14,28,24,102,131.0,0.0,127.0
31/07/2023 0:00,SOS002L09P,126,195,896,3023,7784.0,6608.0,3472.0
31/07/2023 0:00,SOS001L12P,142,213,861,4000,10007.0,6701.0,5363.0
31/07/2023 0:00,SOS500M24P,119,184,568,1001,3856.0,3424.0,2454.0
01/08/2023 0:00,SOS001L12P,142,213,861,4006,5286.0,5281.0,6058.332971
01/08/2023 0:00,SOS500M24P,119,184,568,2504,1742.0,2793.0,2528.0
01/08/2023 0:00,POP005L04P,37,64,42,1,29.0,24.0,5.0
01/08/2023 0:00,MAHS025K,6,19,10,6,170.0,11.0,66.0
02/08/2023 0:00,SOS001L12P,142,213,861,3000,5451.0,5572.0,5838.0
02/08/2023 0:00,POPF01L12P,23,36,36,100,196.0,40.0,145.0
03/08/2023 0:00,SOS005L04P,153,226,957,200,3446.75,3816.0,9360.0
03/08/2023 0:00,SOS001L12P,142,213,861,3051,5507.332971,4662.0,8487.0
03/08/2023 0:00,SOS500M24P,119,184,568,500,1891.0,689.0,3669.0
03/08/2023 0:00,POV005L04P,38,66,64,100,233.0,210.0,541.0
03/08/2023 0:00,POV001L24P,92,153,222,502,1528.0,1450.0,2060.0
03/08/2023 0:00,POV500M24P,74,122,152,10,517.0,406.0,1352.0
03/08/2023 0:00,POP001L12P,99,160,193,300,221.0,890.0,2425.0
03/08/2023 0:00,POPF01L12P,23,36,36,154,43.91602564,485.0,748.0
03/08/2023 0:00,ATN02K12P,31,93,125,300,329.333,210.0,2654.333333
03/08/2023 0:00,MAR01K24P,51,148,309,300,959.583,1010.0,723.0
03/08/2023 0:00,SE500G24P,50,154,204,300,253.167,510.0,1087.0
03/08/2023 0:00,SE200G24P,17,37,29,50,0.0,30.0,100.0
05/08/2023 0:00,POV005L04P,38,66,64,112,150.0,215.0,165.0
06/08/2023 0:00,SOS005L04P,153,226,957,3172,3419.5,4229.0,7468.0
06/08/2023 0:00,SOS001L12P,142,213,861,4001,2722.0,2895.0,6716.0
06/08/2023 0:00,SOS500M24P,119,184,568,1000,1179.0,1735.0,2897.0
06/08/2023 0:00,POV005L04P,38,66,64,170,265.0,305.0,435.0
06/08/2023 0:00,POV001L24P,92,153,222,1002,977.0,680.0,2644.0
06/08/2023 0:00,POV500M24P,74,122,152,1004,688.0,490.0,1667.0
06/08/2023 0:00,AT5X5K,43,121,168,1,212.0,50.0,752.0
06/08/2023 0:00,ATN01K24P,75,219,716,595,1570.0,509.0,4677.375
06/08/2023 0:00,MAR01K24P,51,148,309,300,218.0,0.0,628.0
06/08/2023 0:00,MASR025K,14,28,24,100,151.0,250.0,1004.0
06/08/2023 0:00,SE500G24P,50,154,204,300,238.583,0.0,1407.0
07/08/2023 0:00,SOS005L04P,153,226,957,1500,6374.75,3030.0,5172.0
07/08/2023 0:00,SOS001L12P,142,213,861,3004,5883.0,3962.0,15579.33007
07/08/2023 0:00,SOS500M24P,119,184,568,2000,2506.0,1675.0,2385.0
07/08/2023 0:00,POV005L04P,38,66,64,350,352.0,255.0,355.0
07/08/2023 0:00,POP500M24P,83,142,114,200,291.0,470.0,276.0
